Código|Entidad|Tipo Solicitud|Solicitud|Asunto|Fecha de Solicitud|Estado|Fecha de Estado
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260050|1 trabajador,01 aplicativo, CUENTA CITRIX,reinstalar|14/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260053|1 TRABAJADOR - CREAR MAS SIMPLE - LIDERES|14/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260054|1 TRABAJADOR - CREAR MAS SIMPLE - LIDERES|14/09/2017|Rechazado|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260059|1 TRABAJADOR, 1 APLICATIVO, CREAR DOIT IQUITOS|14/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260061|1 trabajador, 1 aplicativo, CREAR PIN MONETA IQUITOS|14/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260062|SOLICITUD 1 PIN AUTOGESTION RESETEO ATIS|14/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260066|CREACIÓN DE PINES 01 USUARIO PARA AUTORESETEO - DIGITEX|14/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260077|3 TRAAJADORES - CREAR MAS SIMPLE - LIDERES|14/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260078|01 CREACION DE CITRIX Y STC|14/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260082|16 TRABAJADORES - CREAR INTERCONNECT - LIDERES|14/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260087|01 Trabajador, 01 Aplicativo CREACION WEB TGESTIONA.xlsx|14/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260090|01 TRABAJADOR-ELIMINACION-CESE|14/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260096|RESETEO 01 USUARIO CITRIX - DIGITEX|14/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260106|01 REINSTALAR 03 APLICATIVOS CITRIX / +SIMPLE / STC|14/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260118|2 CAMBIOS DE PERFIL DE WEB UNIFICADA|14/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260156|CREACION DE USUARIOS + SIMPLE|14/09/2017|Cerrado con observaciones|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260168|01 TRABAJADOR - CITRIX + SIMPLE - CREAR|14/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260196|2 USUARIOS CREAR STC 6i PROYECTO PORTABILIDAD|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260207|CREACIÓN DE PINES 01 USUARIO PARA AUTORESETEO - DIGITEX|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260212|17_Asesores 1 Aplicativo Crear Genio|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260231|02 DESBLOQUEO INTERCONNECT|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260233|11 TRABAJADORES - INTERCONNECT - RESETEO|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260236|CREACIÓN DE 21 USUARIOS GENIO - DIGITEX|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260237|CREACIÓN DE 21 USUARIOS GENIO - DIGITEX|15/09/2017|Cerrado con observaciones|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260246|CREACIÓN DE 21 USUARIOS EQUIFAX - DIGITEX|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260248|CREACIÓN DE 21 USUARIOS EQUIFAX - DIGITEX|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260249|CREACIÓN DE 21 USUARIOS STC 400 - DIGITEX|15/09/2017|Cerrado con observaciones|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260251|CAMBIO CONTRASEÑA INTERCONECT - TIENDA AREQUIPA|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260253|CAMBIO CONTRASEÑA INTERCONECT - TIENDA AREQUIPA|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260254|CREACIÓN DE 21 USUARIOS STC 400 - DIGITEX|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260256|01 TRABAJADOR CREAR + SIMPLE CHACHAPOYAS|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260257|01 TRABAJADOR RESETEO DE INTERCONNECT GENRY ANGULO|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260265|03 USUARIOS 01 APLICATIVO INTERCONETT - DESBLOQUEO|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260267|01 Trabajador, 05 Aplicativos varios, CREAR- MOD SM - OTIURA|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260280|22 Trabajador, 22 Aplicativo RESETEO INTERCONECT FQ LOS OLIVOS|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260282|03 Trabajador, 03 Aplicativo CREACION INTERCONECT FQ LOS OLIVOS|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260283|CREACION DE CODIGOS AG DIGITAL|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260286|DESBLOQUEO 01 USUARIO EQUIFAX - ASESOR DANNY VILCA MONZON|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260287|VARIOS - CREACION DE USUARIO ATIS-GESTEL-CMS|15/09/2017|Cerrado con observaciones|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260294|01 TRABAJADOR-01 APLICATIVO-RESETEO-WEB TGESTIONA|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260296|04 TRABAJADORES-01 APLICATIVO-MODIFICACION-INTERCONNECT|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260305|Desbloquear Interconect - A.Torres|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260309|PARAMETRIZAR FFVV PROACTIVO MOVIL - GISELA|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260314|Crear usuarios Fija Gustavo Torero|15/09/2017|Cerrado con observaciones|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260319|1 Creación de PIN para autogestión de reseteos|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260331|CREACION 1 USUARIO STC Y FUNCIONARIO RETENCIONES MOVILES ATE|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260332|APOYO CON 1 RESETEO USUARIO +SIMPLE AMDOCS - ZONAL CHICLAYO|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260334|APOYO CON 1 RESETEO USUARIO +SIMPLE AMDOCS - ZONAL CHICLAYO|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260342|7 Creación de PIN para autogestión de reseteos|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260351|01 trabajadores 01 aplicativos SRM MODIFICAR - FQQUINDE|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260353|22 CREACIONES DE USUARIOS EQUIFAX|15/09/2017|Cerrado con observaciones|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260371|DESBLOQUEO INTERCONNECT|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260373|CREACION Y RESETEO DE WEB TGESTIONA TDA CHIMBOTE|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260380|18 usuarios Crear Genio|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260386|02 DESBLOQUEO INTERCONNECT|15/09/2017|Cerrado con observaciones|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260388|1 trabajador, 01 aplicativo, USUARIO CITRIX, resetear.|15/09/2017|Anulado|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260390|02 Aplicativos 02 Trabajadores MODIFICAR -CANAL SRM -FQ BOLIVAR.|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260391|CREACIÓN 02 USUARIOS GENIO - DIGITEX|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260396|CREACION USUARIO CITRIX, STC, CUM|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260399|03 DESBLOQUEO INTERCONNECT|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260404|RESETEO 1 USUARIO CMS RETENCIONES|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260406|DESBLOQUEO FORMATO INTERCONNECT|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260423|Desbloquear Interconect A. Corahua|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260427|01 TRABAJADOR-01 APLICATIVO-MODIFICACION-GENIO|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260429|02 trabajadores, 01 aplicativo, TRASLADAR CITRIX: Cusco|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260431|05 TRABAJADORES-01 APLICATIVO-DESBLOQUEO-INTERCONNECT|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260436|01 TRABAJADOR-01 APLICATIVO-CREACION-WEB TGESTIONA|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260440|01 trabajador, 01 aplicativo, MODIFICAR STORE ID +SIMPLE: Felipe Valenzuela|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260441|01 TRABAJADOR - INTERCONNECT - RESETEO|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260442|1 trabajador, 1 aplicativo, REINSTALACION DE CITRIX, PUCALLPA|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260448|01_TRABAJADOR_1_APLICACION_RESETEO_CMS|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260459|01 TRABAJADOR - CITRIX + SIMPLE - CREAR|15/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260460|02 TRABAJADORES - INTERCONNECT - RESETEO|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260464|CREACION 10 USUARIOS SPEEDY SIG G7|15/09/2017|Atendido|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260469|3 CREACIONES DE CUENTAS PARA 1 ASESOR|16/09/2017|Procesando|20/09/2017
123456|SALESFORCE 1|Solicitud de Códigos y Usuarios|260470|3 CREACIONES DE CUENTAS PARA 1 ASESOR|16/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260476|creacion de vendedor|16/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260482|7 RESETEOS DE CUENTA CMS|16/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260483|2 CREACIONES DE CUENTA EXPERTO E INTERCONNECT|16/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260484|5 RESETEOS DE CUENTA EXPERTO E INTERCONNECT|16/09/2017|Cerrado con observaciones|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260492|2 CREACIONES DE CUENTA PDM|16/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260493|desbloqueo de 01 usuario karina lazo Formato Interconnect10|16/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260497|01 TRABAJADOR COD ATIS + CMS CAMBIO PTO VTA.|16/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260498|3 DESBLOQUEOS INTERCONNECT|16/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260510|1 Asesor 1 Aplicativo Crear STC|16/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260521|CREACION 2 USUARIOS STC Y FUNCIONARIO PREMIUM MASIVO|18/09/2017|Procesando|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260528|RESETEO 4 USUARIOS CMS|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260529|RESETEO 2 USUARIOS EQUIFAX CROSS|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260531|RESETEO 7 USUARIOS RENIEC RETENCIONES|18/09/2017|Cerrado con observaciones|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260539|01 Trbabajdor ,01 Aplicativo RESETEO INTERCONECT.xls|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260546|01_TRABAJADOR_1_APLICACION_CREACION_EQUIFAX|18/09/2017|Cerrado con observaciones|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260548|MODIFICACION DE PERFIL 12 USUARIOS STC Y FUNCIONARIO RETEN MOVIL ATE I|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260552|MODIFICACION DE PERFIL 25 USUARIOS STC Y FUNCIONARIO RETENCIONES MOVILES ATE II|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260557|CREACION 3 USUARIOS STC Y FUNCIONARIO RETEN MOVILES ATE|18/09/2017|Cerrado con observaciones|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260564|01 Aplicativo, 01 Trabajdor RESETEO TGESTIONA.xls|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260570|CREACION USUARIOS INTERCONNECT|18/09/2017|Cerrado con observaciones|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260572|CAMBIO DE PERFIL 01 USUARIO STC 400 - DIGITEX|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260574|03 trabajador, 1 aplicativo (interconnect), desbloqueo|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260576|CREACION USUARIO CITRIX, STC Y CUM ABANCAY|18/09/2017|Procesando|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260584|1 trabajador, 1 aplicativo, RESETEO DE WEB TGESTIONA CHEPEN|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260585|01_TRABAJADOR_1_APLICACION_CREACION_WEB PREVENCION|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260587|01 USUARIO - STC - CREAR ( REEMPLAZO DE TICKET 241148)|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260611|RESETEO DE 01 USUARIO CMS - DIGITEX|18/09/2017|Cerrado con observaciones|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260613|Relacionar Entidad a Usuario STC400 (Opción 1 - 7)|18/09/2017|Cerrado con observaciones|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260615|01 aplicativo, 11 aplicativo, TRASLADO - FQ SAN MIGUEL - CALDERON|18/09/2017|Procesando|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260616|1 TRABAJADOR, 1 APLICATIVO, DESBLOQUEO INTERCONNECT|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260618|CREACIÓN DE 01 USUARIO EQUIFAX - DIGITEX|18/09/2017|Cerrado con observaciones|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260621|1 trabajador, 1 aplicativo, SIMPLIFICAR + SIMPLE, CRM, CHEPEN|18/09/2017|Procesando|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260629|CREACIÓN 25 USUARIOS PDM - DIGITEX|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260630|CREACIÓN 25 USUARIOS EQUIFAX|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260635|02 VDD, CREACION CODIGO ATIS Y CMS|18/09/2017|Procesando|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260650|SOLICITUD DE DESBLOQUEO USUARIO INTERCONNECT(7)|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260655|solicitud de creacion de usuarios Interconnect (4)|18/09/2017|Cerrado con observaciones|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260659|MODIFICACION DE PERFIL 1 USUARIO STC Y FUNCIONARIO RETEN MOVILES ATE|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260661|RESETEO DE 01 USUARIO EQUIFAX - DIGITEX|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260662|3 CREACION INFODOC_WEB RECIBOS|18/09/2017|Procesando|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260679|01 TRABAJADOR-01 APLICATIVO-RESETEO-WEB TGESTIONA|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260686|RESETEO 8 USUARIOS FUNCIONARIO STC|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260709|04 usuarios - habilitar doble sesión STC ( reemplazo ticket 258606)|18/09/2017|Procesando|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260715|Resetear_2_Tgestiona|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260717|1 Asesor 1 Aplicativo Modificar STC|18/09/2017|Atendido|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260719|11_TRABAJADOR_1_APLICACION_CREACION_DE_STC|18/09/2017|Cerrado con observaciones|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260721|RESETEO 7 USUARIOS DOIT RETENCIONES MOVILES TRUJILLO|18/09/2017|Cerrado con observaciones|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260727|TRASLADO 10 USUARIOS STC Y WEB A TRUJILLO (MODIFICAR PTO VENTA)|18/09/2017|Procesando|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260741|01 TRABAJADOR-09 APLICATIVOS-TRASLADO|18/09/2017|Procesando|20/09/2017
654321|DIGITEX TIENDAS|Solicitud de Códigos y Usuarios|260745|1 trabajador, 01 aplicativo,WEB PORTABILIDAD STC6i, resetear.|18/09/2017|Atendido|20/09/2017
